ACFT_ID;Profile_ID;Step Number;Step Type;Flap_ID;Start Altitude(ft);Start CAS (kt);Descent Angle (deg);Touchdown Roll (ft);Distance (ft);Start Thrust
DC1040;DEFAULT;5;Land;D-35;;;;446.4;;
DC1040;DEFAULT;6;Decelerate;;;145.6;;;4017.6;10.0
DC1040;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC3;DEFAULT;1;Descend;ZERO;6000.0;140.0;3.0;;;
DC3;DEFAULT;2;Descend;TO;3000.0;109.0;3.0;;;
DC3;DEFAULT;3;Descend;U-INT;1500.0;99.0;3.0;;;
DC3;DEFAULT;4;Descend;D-45;1000.0;88.9;3.0;;;
DC3;DEFAULT;5;Land;D-45;;;;104.6;;
DC3;DEFAULT;6;Decelerate;;;84.3;;;941.4;34.3
DC3;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC6;DEFAULT;1;Descend;ZERO;6000.0;160.0;3.0;;;
DC6;DEFAULT;2;Descend;TO;3000.0;106.1;3.0;;;
DC6;DEFAULT;3;Descend;D-INTR;1500.0;96.1;3.0;;;
DC6;DEFAULT;4;Descend;D-L;1000.0;86.1;3.0;;;
DC6;DEFAULT;5;Land;D-L;;;;175.5;;
DC6;DEFAULT;6;Decelerate;;;81.7;;;1579.5;40.0
DC6;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC850;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC850;DEFAULT;2;Descend;INT;3000.0;165.6;3.0;;;
DC850;DEFAULT;3;Descend;D-35;1500.0;152.7;3.0;;;
DC850;DEFAULT;4;Descend;D-50;1000.0;145.6;3.0;;;
DC850;DEFAULT;5;Land;D-50;;;;390.6;;
DC850;DEFAULT;6;Decelerate;;;138.1;;;3515.4;40.0
DC850;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC860;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC860;DEFAULT;2;Descend;INT;3000.0;161.5;3.0;;;
DC860;DEFAULT;3;Descend;D-35;1500.0;155.7;3.0;;;
DC860;DEFAULT;4;Descend;D-50;1000.0;151.5;3.0;;;
DC860;DEFAULT;5;Land;D-50;;;;382.5;;
DC860;DEFAULT;6;Decelerate;;;143.7;;;3442.5;40.0
DC860;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC870;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC870;DEFAULT;2;Descend;INT;3000.0;166.7;3.0;;;
DC870;DEFAULT;3;Descend;D-35;1500.0;150.8;3.0;;;
DC870;DEFAULT;4;Descend;D-50;1000.0;146.7;3.0;;;
DC870;DEFAULT;5;Land;D-50;;;;489.6;;
DC870;DEFAULT;6;Decelerate;;;139.2;;;4406.4;40.0
DC870;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC8QN;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC8QN;DEFAULT;2;Descend;INT;3000.0;161.5;3.0;;;
DC8QN;DEFAULT;3;Descend;D-35;1500.0;155.7;3.0;;;
DC8QN;DEFAULT;4;Descend;D-50;1000.0;151.5;3.0;;;
DC8QN;DEFAULT;5;Land;D-50;;;;382.5;;
DC8QN;DEFAULT;6;Decelerate;;;143.7;;;3442.5;40.0
DC8QN;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC910;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC910;DEFAULT;2;Descend;5;3000.0;150.2;3.0;;;
DC910;DEFAULT;3;Descend;U-15;1500.0;140.2;3.0;;;
DC910;DEFAULT;4;Descend;D-35;1000.0;130.2;3.0;;;
DC910;DEFAULT;5;Land;D-35;;;;357.3;;
DC910;DEFAULT;6;Decelerate;;;123.5;;;3215.7;40.0
DC910;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC930;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC930;DEFAULT;2;Descend;5;3000.0;162.5;3.0;;;
DC930;DEFAULT;3;Descend;U-15;1500.0;152.5;3.0;;;
DC930;DEFAULT;4;Descend;D-35;1000.0;142.5;3.0;;;
DC930;DEFAULT;5;Land;D-35;;;;325.8;;
DC930;DEFAULT;6;Decelerate;;;135.2;;;2932.2;40.0
DC930;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC93LW;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC93LW;DEFAULT;2;Descend;5;3000.0;162.5;3.0;;;
DC93LW;DEFAULT;3;Descend;U-15;1500.0;152.5;3.0;;;
DC93LW;DEFAULT;4;Descend;D-35;1000.0;142.5;3.0;;;
DC93LW;DEFAULT;5;Land;D-35;;;;325.8;;
DC93LW;DEFAULT;6;Decelerate;;;135.2;;;2932.2;40.0
DC93LW;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC950;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC950;DEFAULT;2;Descend;5;3000.0;167.3;3.0;;;
DC950;DEFAULT;3;Descend;U-15;1500.0;157.3;3.0;;;
DC950;DEFAULT;4;Descend;D-35;1000.0;147.3;3.0;;;
DC950;DEFAULT;5;Land;D-35;;;;343.8;;
DC950;DEFAULT;6;Decelerate;;;139.7;;;3094.2;40.0
DC950;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC95HW;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC95HW;DEFAULT;2;Descend;5;3000.0;167.3;3.0;;;
DC95HW;DEFAULT;3;Descend;U-15;1500.0;157.3;3.0;;;
DC95HW;DEFAULT;4;Descend;D-35;1000.0;147.3;3.0;;;
DC95HW;DEFAULT;5;Land;D-35;;;;343.8;;
DC95HW;DEFAULT;6;Decelerate;;;139.7;;;3094.2;40.0
DC95HW;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC9Q7;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC9Q7;DEFAULT;2;Descend;5;3000.0;150.2;3.0;;;
DC9Q7;DEFAULT;3;Descend;U-15;1500.0;140.2;3.0;;;
DC9Q7;DEFAULT;4;Descend;D-35;1000.0;130.2;3.0;;;
DC9Q7;DEFAULT;5;Land;D-35;;;;357.3;;
DC9Q7;DEFAULT;6;Decelerate;;;123.5;;;3215.7;40.0
DC9Q7;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DC9Q9;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
DC9Q9;DEFAULT;2;Descend;5;3000.0;162.5;3.0;;;
DC9Q9;DEFAULT;3;Descend;U-15;1500.0;152.5;3.0;;;
DC9Q9;DEFAULT;4;Descend;D-35;1000.0;142.5;3.0;;;
DC9Q9;DEFAULT;5;Land;D-35;;;;325.8;;
DC9Q9;DEFAULT;6;Decelerate;;;135.2;;;2932.2;40.0
DC9Q9;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DHC6;DEFAULT;1;Descend;ZERO;6000.0;120.0;3.0;;;
DHC6;DEFAULT;2;Descend;INTR;3000.0;80.7;3.0;;;
DHC6;DEFAULT;3;Descend;D-INTR;1500.0;70.7;3.0;;;
DHC6;DEFAULT;4;Descend;D-L;1000.0;60.7;3.0;;;
DHC6;DEFAULT;5;Land;D-L;;;;39.6;;
DHC6;DEFAULT;6;Decelerate;;;57.6;;;356.4;40.0
DHC6;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DHC6QP;DEFAULT;1;Descend;ZERO;6000.0;120.0;3.0;;;
DHC6QP;DEFAULT;2;Descend;INTR;3000.0;80.7;3.0;;;
DHC6QP;DEFAULT;3;Descend;D-INTR;1500.0;70.7;3.0;;;
DHC6QP;DEFAULT;4;Descend;D-L;1000.0;60.7;3.0;;;
DHC6QP;DEFAULT;5;Land;D-L;;;;39.6;;
DHC6QP;DEFAULT;6;Decelerate;;;57.6;;;356.4;40.0
DHC6QP;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DHC7;DEFAULT;1;Descend;ZERO;6000.0;160.0;3.0;;;
DHC7;DEFAULT;2;Descend;10;3000.0;116.2;3.0;;;
DHC7;DEFAULT;3;Descend;D-INTR;1500.0;106.2;3.0;;;
DHC7;DEFAULT;4;Descend;D-25;1000.0;96.2;3.0;;;
DHC7;DEFAULT;5;Land;D-25;;;;98.1;;
DHC7;DEFAULT;6;Decelerate;;;91.3;;;882.9;40.0
DHC7;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
DHC8;DEFAULT;1;Descend;ZERO;6000.0;165.0;3.0;;;
DHC8;DEFAULT;2;Descend;5;3000.0;109.0;3.0;;;
DHC8;DEFAULT;3;Descend;D-15;1500.0;96.0;3.0;;;
DHC8;DEFAULT;4;Descend;D-35;1000.0;89.0;3.0;;;
DHC8;DEFAULT;5;Land;D-35;;;;174.6;;
DHC8;DEFAULT;6;Decelerate;;;84.4;;;1571.4;24.6
DHC8;DEFAULT;7;Decelerate;;;30.0;;;0;4.1
DHC830;DEFAULT;1;Descend;ZERO;6000.0;179.0;3.0;;;
DHC830;DEFAULT;2;Descend;10;3000.0;128.0;3.0;;;
DHC830;DEFAULT;3;Descend;D-15;1500.0;116.9;3.0;;;
DHC830;DEFAULT;4;Descend;D-35;1000.0;108.0;3.0;;;
DHC830;DEFAULT;5;Land;D-35;;;;219.6;;
DHC830;DEFAULT;6;Decelerate;;;102.5;;;1976.4;26.1
DHC830;DEFAULT;7;Decelerate;;;30.0;;;0;4.4
DO228;DEFAULT;1;Descend;ZERO-A;6000.0;200.0;3.0;;;
DO228;DEFAULT;2;Descend;ZERO-A;4000.0;160.0;3.0;;;
DO228;DEFAULT;3;Descend;ZERO-A;2000.0;120.0;3.0;;;
DO228;DEFAULT;4;Descend;F30APP;1000.0;100.0;3.0;;;
DO228;DEFAULT;5;Descend;F30APP;50.0;88.0;3.0;;;
DO228;DEFAULT;6;Land;F30APP;;;;100.0;;
DO228;DEFAULT;7;Decelerate;;;80.0;;;1320.9;10.0
DO228;DEFAULT;8;Decelerate;;;30.0;;;0;10.0
DO328;DEFAULT;1;Descend;ZERO-A;6000.0;200.0;3.0;;;
DO328;DEFAULT;2;Descend;ZERO-A;4000.0;175.0;3.0;;;
DO328;DEFAULT;3;Descend;ZERO-A;2000.0;150.0;3.0;;;
DO328;DEFAULT;4;Descend;F32APP;1000.0;109.0;3.0;;;
DO328;DEFAULT;5;Descend;F32APP;500.0;109.0;3.0;;;
DO328;DEFAULT;6;Land;F32APP;;;;50.0;;
DO328;DEFAULT;7;Decelerate;;;109.0;;;2216.0;10.0
DO328;DEFAULT;8;Decelerate;;;30.0;;;0;10.0
ECLIPSE500;DEFAULT;1;Descend;A_T_DN;6000.0;170.0;3.0;;;
ECLIPSE500;DEFAULT;2;Descend;A_T_DN;5000.0;160.0;3.0;;;
ECLIPSE500;DEFAULT;3;Descend;A_A_DN;3000.0;100.4;3.0;;;
ECLIPSE500;DEFAULT;4;Descend;A_A_DN;2000.0;100.4;3.0;;;
ECLIPSE500;DEFAULT;5;Descend;A_A_DN;1000.0;100.4;3.0;;;
ECLIPSE500;DEFAULT;6;Descend;A_A_DN;100.0;90.4;3.0;;;
ECLIPSE500;DEFAULT;7;Land;A_A_DN;;;;144.0;;
ECLIPSE500;DEFAULT;8;Decelerate;;;70.0;;;1291.0;10.0
ECLIPSE500;DEFAULT;9;Decelerate;;;20.0;;;0;10.0
EMB120;DEFAULT;1;Descend;ZERO;6000.0;141.5;3.0;;;
EMB120;DEFAULT;2;Descend;15;3000.0;132.3;3.0;;;
EMB120;DEFAULT;3;Descend;D-25;1500.0;127.4;3.0;;;
EMB120;DEFAULT;4;Descend;D-45;1000.0;119.3;3.0;;;
EMB120;DEFAULT;5;Land;D-45;;;;95.0;;
EMB120;DEFAULT;6;Decelerate;;;116.1;;;855.0;40.0
EMB120;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB145;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
EMB145;DEFAULT;2;Descend;D-22;3000.0;150.0;3.0;;;
EMB145;DEFAULT;3;Descend;D-45;1500.0;140.0;3.0;;;
EMB145;DEFAULT;4;Descend;D-45;1000.0;134.0;3.0;;;
EMB145;DEFAULT;5;Land;D-45;;;;285.5;;
EMB145;DEFAULT;6;Decelerate;;;130.0;;;2569.5;40.0
EMB145;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB14L;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
EMB14L;DEFAULT;2;Descend;D-22;1500.0;140.0;3.0;;;
EMB14L;DEFAULT;3;Descend;D-45;1000.0;140.0;3.0;;;
EMB14L;DEFAULT;4;Descend;D-45;500.0;138.0;3.0;;;
EMB14L;DEFAULT;5;Land;D-45;;;;285.5;;
EMB14L;DEFAULT;6;Decelerate;;;132.0;;;2569.5;40.0
EMB14L;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB170;DEFAULT;1;Descend-Idle;;6000.0;250.0;3.0;;;
EMB170;DEFAULT;2;Descend-Idle;;3000.0;180.0;3.0;;;
EMB170;DEFAULT;3;Descend-Idle;;2000.0;140.0;3.0;;;
EMB170;DEFAULT;4;Descend;FULL;1500.0;130.0;3.0;;;
EMB170;DEFAULT;5;Land;FULL;;;;267.2;;
EMB170;DEFAULT;6;Decelerate;;;120.0;;;2405.0;40.0
EMB170;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB175;DEFAULT;1;Descend-Idle;;6000.0;250.0;3.0;;;
EMB175;DEFAULT;2;Descend-Idle;;3000.0;180.0;3.0;;;
EMB175;DEFAULT;3;Descend-Idle;;2000.0;140.0;3.0;;;
EMB175;DEFAULT;4;Descend;FULL;1500.0;130.0;3.0;;;
EMB175;DEFAULT;5;Land;FULL;;;;276.3;;
EMB175;DEFAULT;6;Decelerate;;;120.0;;;2487.0;40.0
EMB175;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB190;DEFAULT;1;Descend-Idle;;6000.0;250.0;3.0;;;
EMB190;DEFAULT;2;Descend-Idle;;3000.0;180.0;3.0;;;
EMB190;DEFAULT;3;Descend-Idle;;2000.0;140.0;3.0;;;
EMB190;DEFAULT;4;Descend;FULL;1500.0;130.0;3.0;;;
EMB190;DEFAULT;5;Land;FULL;;;;271.9;;
EMB190;DEFAULT;6;Decelerate;;;120.0;;;2447.0;40.0
EMB190;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
EMB195;DEFAULT;1;Descend-Idle;;6000.0;250.0;3.0;;;
EMB195;DEFAULT;2;Descend-Idle;;3000.0;180.0;3.0;;;
EMB195;DEFAULT;3;Descend-Idle;;2000.0;140.0;3.0;;;
EMB195;DEFAULT;4;Descend;FULL;1500.0;130.0;3.0;;;
EMB195;DEFAULT;5;Land;FULL;;;;281.1;;
EMB195;DEFAULT;6;Decelerate;;;120.0;;;2530.0;40.0
EMB195;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
F10062;DEFAULT;1;Descend;TO;6000.0;250.0;3.0;;;
F10062;DEFAULT;2;Descend;INT2;3000.0;161.3;3.0;;;
F10062;DEFAULT;3;Descend;U-INT;1500.0;141.3;3.0;;;
F10062;DEFAULT;4;Descend;D-42;1000.0;131.3;3.0;;;
F10062;DEFAULT;5;Land;D-42;;;;315.0;;
F10062;DEFAULT;6;Decelerate;;;124.5;;;2835.0;40.0
F10062;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
F10065;DEFAULT;1;Descend;TO;6000.0;250.0;3.0;;;
F10065;DEFAULT;2;Descend;INT2;3000.0;163.1;3.0;;;
F10065;DEFAULT;3;Descend;U-INT;1500.0;143.1;3.0;;;
F10065;DEFAULT;4;Descend;D-42;1000.0;133.1;3.0;;;
F10065;DEFAULT;5;Land;D-42;;;;328.0;;
F10065;DEFAULT;6;Decelerate;;;126.3;;;2952.0;40.0
F10065;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
F28MK2;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
F28MK2;DEFAULT;2;Descend;INT2;3000.0;152.9;3.0;;;
F28MK2;DEFAULT;3;Descend;U-INTR;1500.0;132.9;3.0;;;
F28MK2;DEFAULT;4;Descend;D-42;1000.0;122.9;3.0;;;
F28MK2;DEFAULT;5;Land;D-42;;;;223.2;;
F28MK2;DEFAULT;6;Decelerate;;;116.6;;;2008.8;40.0
F28MK2;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
F28MK4;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
F28MK4;DEFAULT;2;Descend;INT2;3000.0;153.6;3.0;;;
F28MK4;DEFAULT;3;Descend;U-INTR;1500.0;133.6;3.0;;;
F28MK4;DEFAULT;4;Descend;D-42;1000.0;123.6;3.0;;;
F28MK4;DEFAULT;5;Land;D-42;;;;223.7;;
F28MK4;DEFAULT;6;Decelerate;;;117.2;;;2013.3;40.0
F28MK4;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
FAL20;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
FAL20;DEFAULT;2;Descend;INTR;3000.0;142.2;3.0;;;
FAL20;DEFAULT;3;Descend;D-25;1500.0;126.1;3.0;;;
FAL20;DEFAULT;4;Descend;D-40;1000.0;124.2;3.0;;;
FAL20;DEFAULT;5;Land;D-40;;;;128.7;;
FAL20;DEFAULT;6;Decelerate;;;117.9;;;1158.3;40.0
FAL20;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
GII;DEFAULT;1;Descend;L-0-U;6000.0;230.0;3.0;;;
GII;DEFAULT;2;Descend;L-10-U;3000.0;170.0;3.0;;;
GII;DEFAULT;3;Descend;L-20-D;1500.0;153.6;3.0;;;
GII;DEFAULT;4;Descend;L-20-D;1000.0;153.6;3.0;;;
GII;DEFAULT;5;Descend;L-39-D;200.0;143.6;3.0;;;
GII;DEFAULT;6;Land;L-39-D;;;;790.0;;
GII;DEFAULT;7;Decelerate;;;117.0;;;760.0;40.0
GII;DEFAULT;8;Decelerate;;;20.0;;;0;10.0
GIIB;DEFAULT;1;Descend;L-0-U;6000.0;230.0;3.0;;;
GIIB;DEFAULT;2;Descend;L-10-U;3000.0;170.0;3.0;;;
GIIB;DEFAULT;3;Descend;L-20-D;1500.0;149.2;3.0;;;
GIIB;DEFAULT;4;Descend;L-20-D;1000.0;149.2;3.0;;;
GIIB;DEFAULT;5;Descend;L-39-D;200.0;139.2;3.0;;;
GIIB;DEFAULT;6;Land;L-39-D;;;;790.0;;
GIIB;DEFAULT;7;Decelerate;;;113.0;;;760.0;40.0
GIIB;DEFAULT;8;Decelerate;;;20.0;;;0;10.0
GIV;DEFAULT;1;Descend;L-0-U;6000.0;250.0;3.0;;;
GIV;DEFAULT;2;Descend;L-0-U;3000.0;160.0;3.0;;;
GIV;DEFAULT;3;Descend;L-20-D;1500.0;160.0;3.0;;;
GIV;DEFAULT;4;Descend;L-39-D;1000.0;151.5;3.0;;;
GIV;DEFAULT;5;Land;L-39-D;;;;298.0;;
GIV;DEFAULT;6;Decelerate;;;80.0;;;982.0;40.0
GIV;DEFAULT;7;Decelerate;;;20.0;;;0;4.0
GV;DEFAULT;1;Descend;L-0-U;6000.0;250.0;3.0;;;
GV;DEFAULT;2;Descend;L-20-U;3000.0;160.0;3.0;;;
GV;DEFAULT;3;Descend;L-20-D;1500.0;160.0;3.0;;;
GV;DEFAULT;4;Descend;L-39-D;1000.0;137.8;3.0;;;
GV;DEFAULT;5;Land;L-39-D;;;;300.0;;
GV;DEFAULT;6;Decelerate;;;107.0;;;1157.0;40.0
GV;DEFAULT;7;Decelerate;;;20.0;;;0;4.6
HS748A;DEFAULT;1;Descend;ZERO;6000.0;160.0;3.0;;;
HS748A;DEFAULT;2;Descend;INTR;3000.0;110.1;3.0;;;
HS748A;DEFAULT;3;Descend;D-INTR;1500.0;100.1;3.0;;;
HS748A;DEFAULT;4;Descend;D-30;1000.0;90.1;3.0;;;
HS748A;DEFAULT;5;Land;D-30;;;;207.0;;
HS748A;DEFAULT;6;Decelerate;;;85.5;;;1863.0;40.0
HS748A;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
IA1125;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
IA1125;DEFAULT;2;Descend;INTR;3000.0;152.1;3.0;;;
IA1125;DEFAULT;3;Descend;D-INTR;1500.0;142.1;3.0;;;
IA1125;DEFAULT;4;Descend;D-40;1000.0;132.1;3.0;;;
IA1125;DEFAULT;5;Land;D-40;;;;236.6;;
IA1125;DEFAULT;6;Decelerate;;;125.3;;;2129.4;40.0
IA1125;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
L1011;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
L1011;DEFAULT;2;Descend;10;3000.0;160.5;3.0;;;
L1011;DEFAULT;3;Descend;D-33;1500.0;162.9;3.0;;;
L1011;DEFAULT;4;Descend;D-42;1000.0;145.5;3.0;;;
L1011;DEFAULT;5;Land;D-42;;;;417.0;;
L1011;DEFAULT;6;Decelerate;;;138.1;;;3753.0;10.0
L1011;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
L10115;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
L10115;DEFAULT;2;Descend;10;3000.0;162.4;3.0;;;
L10115;DEFAULT;3;Descend;D-33;1500.0;151.2;3.0;;;
L10115;DEFAULT;4;Descend;D-42;1000.0;147.4;3.0;;;
L10115;DEFAULT;5;Land;D-42;;;;516.6;;
L10115;DEFAULT;6;Decelerate;;;139.8;;;4649.4;10.0
L10115;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
L188;DEFAULT;1;Descend;ZERO;6000.0;200.0;3.0;;;
L188;DEFAULT;2;Descend;INTR;3000.0;147.5;3.0;;;
L188;DEFAULT;3;Descend;D-78-%;1500.0;135.6;3.0;;;
L188;DEFAULT;4;Descend;D-100;1000.0;129.8;3.0;;;
L188;DEFAULT;5;Land;D-100;;;;351.0;;
L188;DEFAULT;6;Decelerate;;;123.1;;;3159.0;40.0
L188;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
LEAR25;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
LEAR25;DEFAULT;2;Descend;10;3000.0;161.6;3.0;;;
LEAR25;DEFAULT;3;Descend;D-INTR;1500.0;151.6;3.0;;;
LEAR25;DEFAULT;4;Descend;D-40;1000.0;141.7;3.0;;;
LEAR25;DEFAULT;5;Land;D-40;;;;140.4;;
LEAR25;DEFAULT;6;Decelerate;;;134.4;;;1263.6;40.0
LEAR25;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
LEAR35;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
LEAR35;DEFAULT;2;Descend;10;3000.0;144.5;3.0;;;
LEAR35;DEFAULT;3;Descend;D-INTR;1500.0;134.5;3.0;;;
LEAR35;DEFAULT;4;Descend;D-40;1000.0;127.8;3.0;;;
LEAR35;DEFAULT;5;Land;D-40;;;;181.4;;
LEAR35;DEFAULT;6;Decelerate;;;121.2;;;1632.6;40.0
LEAR35;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
MD9025;DEFAULT;1;Descend;U-0;6000.0;185.0;3.0;;;
MD9025;DEFAULT;2;Descend;D-28;3000.0;154.0;3.0;;;
MD9025;DEFAULT;3;Descend;D-28;1500.0;150.0;3.0;;;
MD9025;DEFAULT;4;Descend;D-40;1000.0;145.3;3.0;;;
MD9025;DEFAULT;5;Land;D-40;;;;346.0;;
MD9025;DEFAULT;6;Decelerate;;;130.0;;;2100.0;40.0
MD9025;DEFAULT;7;Decelerate;;;30.0;;;0;9.6
MD9028;DEFAULT;1;Descend;U-0;6000.0;185.0;3.0;;;
MD9028;DEFAULT;2;Descend;D-28;3000.0;154.0;3.0;;;
MD9028;DEFAULT;3;Descend;D-28;1500.0;150.0;3.0;;;
MD9028;DEFAULT;4;Descend;D-40;1000.0;145.3;3.0;;;
MD9028;DEFAULT;5;Land;D-40;;;;346.0;;
MD9028;DEFAULT;6;Decelerate;;;130.0;;;2100.0;40.0
MD9028;DEFAULT;7;Decelerate;;;30.0;;;0;8.6
MU3001;DEFAULT;1;Descend;ZERO;6000.0;250.0;3.0;;;
MU3001;DEFAULT;2;Descend;1;3000.0;133.8;3.0;;;
MU3001;DEFAULT;3;Descend;D-INTR;1500.0;123.8;3.0;;;
MU3001;DEFAULT;4;Descend;D-30;1000.0;117.1;3.0;;;
MU3001;DEFAULT;5;Land;D-30;;;;156.6;;
MU3001;DEFAULT;6;Decelerate;;;111.1;;;1409.4;40.0
MU3001;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
PA30;DEFAULT;1;Descend;ZERO-A;6000.0;120.0;3.0;;;
PA30;DEFAULT;2;Descend;27-A;3000.0;109.0;3.0;;;
PA30;DEFAULT;3;Descend;27-A;1500.0;96.0;3.0;;;
PA30;DEFAULT;4;Descend;27-A;1000.0;87.0;3.0;;;
PA30;DEFAULT;5;Land;27-A;;;;53.5;;
PA30;DEFAULT;6;Decelerate;;;70.0;;;481.1;10.0
PA30;DEFAULT;7;Decelerate;;;10.0;;;0;10.0
PA42;DEFAULT;1;Descend;ZERO-A;6000.0;151.0;3.0;;;
PA42;DEFAULT;2;Descend;ZERO-A;4000.0;135.0;3.0;;;
PA42;DEFAULT;3;Descend;ZERO-A;2000.0;119.0;3.0;;;
PA42;DEFAULT;4;Descend;30-DN;1000.0;111.0;3.0;;;
PA42;DEFAULT;5;Descend;30-DN;50.0;111.0;3.0;;;
PA42;DEFAULT;6;Land;30-DN;;;;100.0;;
PA42;DEFAULT;7;Decelerate;;;111.0;;;2245.9;10.0
PA42;DEFAULT;8;Decelerate;;;10.0;;;0;10.0
SD330;DEFAULT;1;Descend;ZERO;6000.0;160.0;3.0;;;
SD330;DEFAULT;2;Descend;INTR;3000.0;120.2;3.0;;;
SD330;DEFAULT;3;Descend;D-15;1500.0;106.5;3.0;;;
SD330;DEFAULT;4;Descend;D-35;1000.0;100.2;3.0;;;
SD330;DEFAULT;5;Land;D-35;;;;233.1;;
SD330;DEFAULT;6;Decelerate;;;95.1;;;2097.9;40.0
SD330;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
SF340;DEFAULT;1;Descend;ZERO;6000.0;160.0;3.0;;;
SF340;DEFAULT;2;Descend;5;3000.0;136.9;3.0;;;
SF340;DEFAULT;3;Descend;D-INTR;1500.0;126.9;3.0;;;
SF340;DEFAULT;4;Descend;D-35;1000.0;116.9;3.0;;;
SF340;DEFAULT;5;Land;D-35;;;;216.9;;
SF340;DEFAULT;6;Decelerate;;;110.9;;;1952.1;40.0
SF340;DEFAULT;7;Decelerate;;;30.0;;;0;10.0
